Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)
2017 191 41760  -1836969.415   6065616.923   -716257.919      0.467   2.268   0.278   2.546  13.733
2017 191 41790  -1836969.415   6065616.923   -716257.919      0.523   2.268   0.277   2.545  13.733
2017 191 41820  -1836969.415   6065616.923   -716257.919      1.055   2.268   0.277   2.544  13.733
2017 191 41850  -1836969.415   6065616.923   -716257.919      0.395   2.268   0.276   2.544  13.733
2017 191 41880  -1836969.415   6065616.923   -716257.919      0.483   2.268   0.275   2.543  13.731
2017 191 41910  -1836969.415   6065616.923   -716257.919      0.111   2.268   0.275   2.543  13.730
2017 191 41940  -1836969.415   6065616.923   -716257.919      0.501   2.268   0.274   2.542  13.729
2017 191 41970  -1836969.415   6065616.923   -716257.919      0.651   2.268   0.273   2.541  13.728
2017 191 42000  -1836969.415   6065616.923   -716257.919      0.809   2.268   0.273   2.541  13.724
2017 191 42030  -1836969.415   6065616.923   -716257.919      0.689   2.268   0.272   2.540  13.720
2017 191 42060  -1836969.415   6065616.923   -716257.919      0.707   2.268   0.272   2.539  13.722
2017 191 42090  -1836969.415   6065616.923   -716257.919      0.575   2.268   0.271   2.539  13.722
2017 191 42120  -1836969.415   6065616.923   -716257.919      0.584   2.268   0.271   2.539  13.723
2017 191 42150  -1836969.415   6065616.923   -716257.919      0.663   2.268   0.270   2.538  13.724
2017 191 42180  -1836969.415   6065616.922   -716257.919      0.552   2.268   0.270   2.538  13.726
2017 191 42210  -1836969.415   6065616.922   -716257.919      0.534   2.268   0.270   2.538  13.726
2017 191 42240  -1836969.415   6065616.922   -716257.919      0.426   2.268   0.270   2.538  13.726
2017 191 42270  -1836969.415   6065616.922   -716257.919      0.313   2.268   0.270   2.538  13.726
2017 191 42300  -1836969.415   6065616.922   -716257.919      0.690   2.268   0.271   2.538  13.724
2017 191 42330  -1836969.415   6065616.922   -716257.919      0.222   2.268   0.271   2.538  13.721
2017 191 42360  -1836969.415   6065616.922   -716257.919      0.337   2.268   0.270   2.538  13.718
2017 191 42390  -1836969.415   6065616.922   -716257.919      0.800   2.268   0.271   2.538  13.720
2017 191 42420  -1836969.415   6065616.922   -716257.919      0.397   2.268   0.271   2.538  13.723
2017 191 42450  -1836969.415   6065616.922   -716257.919      0.083   2.268   0.271   2.538  13.722
2017 191 42480  -1836969.415   6065616.922   -716257.919     -0.019   2.268   0.271   2.539  13.721
2017 191 42510  -1836969.415   6065616.922   -716257.919      0.013   2.268   0.271   2.539  13.719
2017 191 42540  -1836969.415   6065616.922   -716257.919     -0.134   2.268   0.271   2.539  13.714
2017 191 42570  -1836969.415   6065616.922   -716257.919      0.085   2.268   0.271   2.539  13.709
2017 191 42600  -1836969.415   6065616.922   -716257.919      0.213   2.268   0.272   2.540  13.708
2017 191 42630  -1836969.415   6065616.922   -716257.919     -0.000   2.268   0.273   2.540  13.707
2017 191 42660  -1836969.415   6065616.922   -716257.919      0.403   2.268   0.274   2.541  13.705
2017 191 42690  -1836969.415   6065616.922   -716257.919      0.462   2.268   0.274   2.542  13.705
2017 191 42720  -1836969.415   6065616.922   -716257.919      0.589   2.268   0.275   2.542  13.701
2017 191 42750  -1836969.415   6065616.922   -716257.919      1.013   2.268   0.275   2.543  13.698
2017 191 42780  -1836969.415   6065616.922   -716257.919      0.936   2.268   0.276   2.544  13.698
2017 191 42810  -1836969.415   6065616.922   -716257.919      1.115   2.268   0.276   2.544  13.697
2017 191 42840  -1836969.415   6065616.922   -716257.919      0.696   2.268   0.277   2.545  13.699
2017 191 42870  -1836969.415   6065616.922   -716257.919      0.542   2.268   0.277   2.545  13.698
2017 191 42900  -1836969.415   6065616.922   -716257.919      0.817   2.268   0.278   2.546  13.697
2017 191 42930  -1836969.415   6065616.922   -716257.919      0.973   2.268   0.278   2.546  13.697
2017 191 42960  -1836969.415   6065616.923   -716257.919      0.155   2.268   0.278   2.546  13.696
2017 191 42990  -1836969.415   6065616.923   -716257.919      0.606   2.268   0.279   2.547  13.696
2017 191 43020  -1836969.415   6065616.923   -716257.919      0.996   2.268   0.279   2.547  13.695
2017 191 43050  -1836969.415   6065616.923   -716257.919      1.010   2.268   0.279   2.547  13.694
2017 191 43080  -1836969.415   6065616.923   -716257.919      1.301   2.268   0.279   2.547  13.695
2017 191 43110  -1836969.415   6065616.923   -716257.919      0.672   2.268   0.279   2.547  13.696
2017 191 43140  -1836969.415   6065616.923   -716257.919      1.561   2.268   0.280   2.548  13.698
2017 191 43170  -1836969.415   6065616.923   -716257.919      1.611   2.268   0.280   2.548  13.699
2017 191 43200  -1836969.415   6065616.923   -716257.919      0.498   2.268   0.281   2.549  13.697
2017 191 43230  -1836969.415   6065616.923   -716257.919      0.471   2.268   0.281   2.549  13.697
2017 191 43260  -1836969.415   6065616.923   -716257.919      1.586   2.268   0.281   2.549  13.697
2017 191 43290  -1836969.415   6065616.923   -716257.919      1.289   2.268   0.282   2.549  13.696
2017 191 43320  -1836969.415   6065616.923   -716257.919      1.403   2.268   0.282   2.550  13.696
2017 191 43350  -1836969.415   6065616.923   -716257.919      1.663   2.268   0.282   2.550  13.696
2017 191 43380  -1836969.415   6065616.924   -716257.919      1.538   2.268   0.283   2.550  13.695
2017 191 43410  -1836969.415   6065616.924   -716257.919      1.350   2.268   0.283   2.550  13.695
2017 191 43440  -1836969.415   6065616.924   -716257.919      1.009   2.268   0.283   2.551  13.695
2017 191 43470  -1836969.415   6065616.924   -716257.919      1.003   2.268   0.283   2.551  13.695
2017 191 43500  -1836969.415   6065616.924   -716257.919      1.089   2.268   0.283   2.551  13.695
2017 191 43530  -1836969.416   6065616.924   -716257.919      0.620   2.268   0.283   2.551  13.696
2017 191 43560  -1836969.416   6065616.924   -716257.919      0.756   2.268   0.283   2.551  13.698
2017 191 43590  -1836969.416   6065616.924   -716257.919      0.904   2.268   0.283   2.551  13.700
2017 191 43620  -1836969.416   6065616.924   -716257.919      1.152   2.268   0.283   2.551  13.702
2017 191 43650  -1836969.416   6065616.924   -716257.919      0.630   2.268   0.283   2.551  13.704
2017 191 43680  -1836969.416   6065616.925   -716257.919      0.838   2.268   0.283   2.551  13.706
2017 191 43710  -1836969.416   6065616.925   -716257.919      0.585   2.268   0.283   2.551  13.708
2017 191 43740  -1836969.416   6065616.925   -716257.919      0.789   2.268   0.283   2.551  13.713
2017 191 43770  -1836969.416   6065616.925   -716257.919      0.051   2.268   0.283   2.551  13.718
2017 191 43800  -1836969.416   6065616.925   -716257.919      0.372   2.268   0.283   2.551  13.722
2017 191 43830  -1836969.416   6065616.925   -716257.919      0.400   2.268   0.283   2.551  13.727
2017 191 43860  -1836969.416   6065616.925   -716257.919      0.507   2.268   0.284   2.551  13.729
2017 191 43890  -1836969.416   6065616.925   -716257.919      0.610   2.268   0.284   2.552  13.732
2017 191 43920  -1836969.416   6065616.925   -716257.919      0.385   2.268   0.285   2.552  13.733
2017 191 43950  -1836969.416   6065616.925   -716257.919      0.288   2.268   0.285   2.553  13.735
2017 191 43980  -1836969.416   6065616.925   -716257.919      0.245   2.268   0.285   2.553  13.736
2017 191 44010  -1836969.416   6065616.925   -716257.919      0.432   2.268   0.286   2.553  13.739
2017 191 44040  -1836969.416   6065616.925   -716257.919      0.487   2.268   0.286   2.554  13.743
2017 191 44070  -1836969.416   6065616.925   -716257.919      0.825   2.268   0.286   2.554  13.747
2017 191 44100  -1836969.416   6065616.925   -716257.919      0.332   2.268   0.287   2.554  13.750
2017 191 44130  -1836969.416   6065616.925   -716257.919      0.281   2.268   0.287   2.555  13.752
2017 191 44160  -1836969.416   6065616.925   -716257.919      0.636   2.268   0.287   2.555  13.753
2017 191 44190  -1836969.416   6065616.925   -716257.919     -0.094   2.268   0.288   2.555  13.753
2017 191 44220  -1836969.416   6065616.925   -716257.919     -0.049   2.268   0.288   2.556  13.753
2017 191 44250  -1836969.416   6065616.925   -716257.919     -0.315   2.268   0.288   2.556  13.753
2017 191 44280  -1836969.416   6065616.925   -716257.919     -0.332   2.268   0.288   2.556  13.755
2017 191 44310  -1836969.416   6065616.925   -716257.919      0.020   2.268   0.289   2.556  13.756
2017 191 44340  -1836969.416   6065616.925   -716257.919     -0.124   2.268   0.289   2.557  13.758
2017 191 44370  -1836969.415   6065616.925   -716257.919      0.241   2.268   0.289   2.557  13.759
2017 191 44400  -1836969.416   6065616.925   -716257.919      0.262   2.268   0.289   2.557  13.759
2017 191 44430  -1836969.416   6065616.925   -716257.919      0.319   2.268   0.289   2.557  13.761
2017 191 44460  -1836969.416   6065616.925   -716257.919      0.389   2.268   0.289   2.557  13.762
2017 191 44490  -1836969.416   6065616.925   -716257.919      0.496   2.268   0.289   2.557  13.763
2017 191 44520  -1836969.416   6065616.924   -716257.919      0.616   2.268   0.289   2.557  13.762
2017 191 44550  -1836969.416   6065616.924   -716257.919      0.220   2.268   0.289   2.557  13.762
2017 191 44580  -1836969.416   6065616.924   -716257.919      0.135   2.268   0.290   2.557  13.762
2017 191 44610  -1836969.416   6065616.924   -716257.919      0.127   2.268   0.290   2.558  13.761
2017 191 44640  -1836969.416   6065616.924   -716257.919      0.553   2.268   0.290   2.558  13.763
2017 191 44670  -1836969.416   6065616.924   -716257.919      0.041   2.268   0.291   2.559  13.764
2017 191 44700  -1836969.416   6065616.924   -716257.919      0.259   2.268   0.291   2.559  13.766
2017 191 44730  -1836969.416   6065616.924   -716257.919      0.437   2.268   0.292   2.560  13.767
2017 191 44760  -1836969.416   6065616.924   -716257.919      0.463   2.268   0.292   2.560  13.767
2017 191 44790  -1836969.416   6065616.924   -716257.919      0.230   2.268   0.293   2.560  13.769
2017 191 44820  -1836969.416   6065616.924   -716257.919     -0.021   2.268   0.293   2.561  13.770
2017 191 44850  -1836969.415   6065616.924   -716257.919      0.409   2.268   0.294   2.562  13.773
2017 191 44880  -1836969.415   6065616.924   -716257.918      0.411   2.268   0.294   2.562  13.774
2017 191 44910  -1836969.415   6065616.924   -716257.918      0.509   2.268   0.295   2.562  13.776
2017 191 44940  -1836969.415   6065616.924   -716257.918      0.758   2.268   0.295   2.563  13.777
2017 191 44970  -1836969.415   6065616.924   -716257.918      0.845   2.268   0.295   2.563  13.778
2017 191 45000  -1836969.415   6065616.924   -716257.918      0.508   2.268   0.295   2.563  13.778
2017 191 45030  -1836969.415   6065616.923   -716257.918      0.672   2.268   0.296   2.564  13.777
2017 191 45060  -1836969.415   6065616.923   -716257.918      0.386   2.268   0.296   2.564  13.777
2017 191 45090  -1836969.415   6065616.923   -716257.918      0.367   2.268   0.296   2.564  13.776
2017 191 45120  -1836969.416   6065616.923   -716257.918      0.700   2.268   0.296   2.564  13.776
2017 191 45150  -1836969.416   6065616.923   -716257.918      0.311   2.268   0.297   2.564  13.775
2017 191 45180  -1836969.416   6065616.923   -716257.918      0.613   2.268   0.297   2.565  13.775
2017 191 45210  -1836969.416   6065616.923   -716257.918      0.696   2.268   0.297   2.565  13.774
2017 191 45240  -1836969.416   6065616.923   -716257.918      0.394   2.268   0.298   2.565  13.775
2017 191 45270  -1836969.416   6065616.923   -716257.918      0.294   2.268   0.298   2.566  13.775
2017 191 45300  -1836969.416   6065616.923   -716257.918      0.085   2.268   0.298   2.566  13.776
2017 191 45330  -1836969.416   6065616.923   -716257.918      0.003   2.268   0.298   2.566  13.775
2017 191 45360  -1836969.416   6065616.923   -716257.918     -0.115   2.268   0.299   2.567  13.778
2017 191 45390  -1836969.416   6065616.923   -716257.918      0.103   2.268   0.299   2.567  13.779
2017 191 45420  -1836969.416   6065616.923   -716257.918      0.100   2.268   0.299   2.567  13.778
2017 191 45450  -1836969.416   6065616.923   -716257.918     -0.087   2.268   0.300   2.567  13.778
2017 191 45480  -1836969.416   6065616.923   -716257.918      0.008   2.268   0.300   2.568  13.780
2017 191 45510  -1836969.416   6065616.923   -716257.918     -0.479   2.268   0.300   2.568  13.781
2017 191 45540  -1836969.416   6065616.923   -716257.918     -0.116   2.268   0.300   2.568  13.782
2017 191 45570  -1836969.416   6065616.923   -716257.918      0.024   2.268   0.301   2.569  13.784
2017 191 45600  -1836969.416   6065616.923   -716257.918      0.240   2.268   0.301   2.569  13.786
2017 191 45630  -1836969.416   6065616.923   -716257.918     -0.109   2.268   0.301   2.569  13.785
2017 191 45660  -1836969.416   6065616.923   -716257.918     -0.232   2.268   0.302   2.569  13.786
2017 191 45690  -1836969.416   6065616.923   -716257.918      0.343   2.268   0.302   2.570  13.786
2017 191 45720  -1836969.416   6065616.923   -716257.918      0.073   2.268   0.302   2.570  13.786
2017 191 45750  -1836969.416   6065616.923   -716257.918      0.330   2.268   0.303   2.571  13.786
2017 191 45780  -1836969.416   6065616.923   -716257.918      0.313   2.268   0.303   2.571  13.786
2017 191 45810  -1836969.416   6065616.923   -716257.918      0.228   2.268   0.304   2.571  13.786
2017 191 45840  -1836969.416   6065616.923   -716257.918      0.495   2.268   0.304   2.572  13.786
2017 191 45870  -1836969.416   6065616.923   -716257.918      0.202   2.268   0.304   2.572  13.786
2017 191 45900  -1836969.416   6065616.923   -716257.918     -0.220   2.268   0.305   2.572  13.787
2017 191 45930  -1836969.416   6065616.923   -716257.918     -0.054   2.268   0.305   2.573  13.785
2017 191 45960  -1836969.416   6065616.923   -716257.918      0.180   2.268   0.305   2.573  13.785
2017 191 45990  -1836969.416   6065616.923   -716257.918      0.098   2.268   0.306   2.573  13.784
2017 191 46020  -1836969.417   6065616.922   -716257.917      0.126   2.268   0.306   2.574  13.784
2017 191 46050  -1836969.417   6065616.922   -716257.917     -0.145   2.268   0.307   2.574  13.785
2017 191 46080  -1836969.417   6065616.922   -716257.917      0.034   2.268   0.307   2.575  13.786
2017 191 46110  -1836969.417   6065616.922   -716257.917     -0.253   2.268   0.308   2.576  13.787
2017 191 46140  -1836969.417   6065616.922   -716257.917     -0.066   2.268   0.308   2.576  13.789
2017 191 46170  -1836969.417   6065616.922   -716257.917     -0.538   2.268   0.309   2.577  13.789
2017 191 46200  -1836969.417   6065616.922   -716257.917      0.323   2.268   0.309   2.577  13.792
2017 191 46230  -1836969.417   6065616.922   -716257.917      0.867   2.268   0.310   2.577  13.794
2017 191 46260  -1836969.417   6065616.922   -716257.917      0.876   2.268   0.310   2.578  13.797
2017 191 46290  -1836969.417   6065616.922   -716257.917      1.048   2.268   0.310   2.578  13.797
2017 191 46320  -1836969.417   6065616.922   -716257.917      1.127   2.268   0.311   2.578  13.799
2017 191 46350  -1836969.417   6065616.922   -716257.917      1.472   2.268   0.311   2.578  13.800
2017 191 46380  -1836969.417   6065616.922   -716257.917      0.632   2.268   0.311   2.579  13.801
2017 191 46410  -1836969.417   6065616.922   -716257.917      1.207   2.268   0.311   2.579  13.802
2017 191 46440  -1836969.417   6065616.922   -716257.917      0.792   2.268   0.311   2.579  13.802
2017 191 46470  -1836969.417   6065616.922   -716257.917      0.997   2.268   0.311   2.579  13.803
2017 191 46500  -1836969.417   6065616.922   -716257.917      0.977   2.268   0.311   2.579  13.805
2017 191 46530  -1836969.417   6065616.922   -716257.917      0.871   2.268   0.311   2.578  13.806
2017 191 46560  -1836969.417   6065616.922   -716257.917      0.855   2.268   0.310   2.578  13.807
2017 191 46590  -1836969.417   6065616.922   -716257.917      0.912   2.268   0.310   2.578  13.808
2017 191 46620  -1836969.417   6065616.922   -716257.917      1.099   2.268   0.310   2.578  13.809
2017 191 46650  -1836969.417   6065616.922   -716257.917      0.747   2.268   0.310   2.578  13.808
2017 191 46680  -1836969.417   6065616.922   -716257.917      0.853   2.268   0.310   2.578  13.807
2017 191 46710  -1836969.417   6065616.922   -716257.917      0.614   2.268   0.310   2.578  13.805
2017 191 46740  -1836969.417   6065616.922   -716257.917      0.894   2.268   0.310   2.578  13.805
2017 191 46770  -1836969.417   6065616.922   -716257.917      0.880   2.268   0.310   2.578  13.805
2017 191 46800  -1836969.417   6065616.922   -716257.917      0.584   2.268   0.310   2.578  13.806
2017 191 46830  -1836969.416   6065616.922   -716257.917      0.374   2.268   0.310   2.578  13.806
2017 191 46860  -1836969.416   6065616.922   -716257.917      0.866   2.268   0.310   2.577  13.808
2017 191 46890  -1836969.416   6065616.922   -716257.917      0.917   2.268   0.309   2.577  13.809
2017 191 46920  -1836969.416   6065616.922   -716257.917      0.661   2.268   0.309   2.577  13.810
2017 191 46950  -1836969.416   6065616.922   -716257.917      0.749   2.268   0.309   2.577  13.810
2017 191 46980  -1836969.416   6065616.922   -716257.917      0.992   2.268   0.309   2.577  13.809
2017 191 47010  -1836969.416   6065616.922   -716257.917      0.864   2.268   0.309   2.576  13.807
2017 191 47040  -1836969.416   6065616.922   -716257.917      0.922   2.268   0.308   2.576  13.807
2017 191 47070  -1836969.416   6065616.922   -716257.917      0.981   2.268   0.308   2.576  13.807
2017 191 47100  -1836969.416   6065616.922   -716257.917      0.906   2.268   0.308   2.576  13.806
2017 191 47130  -1836969.416   6065616.922   -716257.917      1.131   2.268   0.308   2.576  13.807
2017 191 47160  -1836969.416   6065616.922   -716257.917      0.876   2.268   0.308   2.576  13.807
2017 191 47190  -1836969.416   6065616.922   -716257.917      0.945   2.268   0.308   2.576  13.808
2017 191 47220  -1836969.416   6065616.922   -716257.917      0.424   2.268   0.308   2.576  13.808
2017 191 47250  -1836969.416   6065616.922   -716257.917      0.801   2.268   0.308   2.576  13.809
2017 191 47280  -1836969.416   6065616.922   -716257.917      0.748   2.268   0.308   2.576  13.811
2017 191 47310  -1836969.416   6065616.922   -716257.917      0.552   2.268   0.308   2.576  13.811
2017 191 47340  -1836969.416   6065616.922   -716257.917      0.601   2.268   0.309   2.576  13.812
2017 191 47370  -1836969.416   6065616.922   -716257.917      0.931   2.268   0.309   2.577  13.812
2017 191 47400  -1836969.416   6065616.922   -716257.917      0.721   2.268   0.309   2.577  13.812
2017 191 47430  -1836969.416   6065616.922   -716257.917      0.571   2.268   0.310   2.577  13.813
2017 191 47460  -1836969.416   6065616.922   -716257.917      0.734   2.268   0.310   2.578  13.813
2017 191 47490  -1836969.416   6065616.922   -716257.917      0.972   2.268   0.310   2.578  13.813
2017 191 47520  -1836969.416   6065616.922   -716257.917      0.987   2.268   0.310   2.578  13.813
2017 191 47550  -1836969.416   6065616.922   -716257.917      0.367   2.268   0.310   2.578  13.813
2017 191 47580  -1836969.416   6065616.922   -716257.917      0.620   2.268   0.310   2.578  13.813
2017 191 47610  -1836969.416   6065616.922   -716257.916     -0.068   2.268   0.310   2.578  13.813
2017 191 47640  -1836969.416   6065616.922   -716257.916      0.032   2.268   0.310   2.578  13.814
2017 191 47670  -1836969.416   6065616.922   -716257.916      0.046   2.268   0.310   2.578  13.814
2017 191 47700  -1836969.416   6065616.922   -716257.916      0.100   2.268   0.310   2.578  13.814
2017 191 47730  -1836969.416   6065616.922   -716257.916      0.136   2.268   0.310   2.578  13.814
2017 191 47760  -1836969.416   6065616.922   -716257.916      3.585   2.268   0.310   2.578  13.815
2017 191 47790  -1836969.416   6065616.922   -716257.916      0.085   2.268   0.310   2.578  13.817
2017 191 47820  -1836969.416   6065616.922   -716257.916      0.019   2.268   0.310   2.578  13.817
2017 191 47850  -1836969.416   6065616.922   -716257.916     -0.338   2.268   0.310   2.578  13.816
2017 191 47880  -1836969.416   6065616.922   -716257.916      1.841   2.268   0.310   2.578  13.816
2017 191 47910  -1836969.416   6065616.922   -716257.916      1.794   2.268   0.311   2.578  13.814
2017 191 47940  -1836969.416   6065616.922   -716257.916      1.785   2.268   0.311   2.578  13.814
2017 191 47970  -1836969.416   6065616.922   -716257.916      2.105   2.268   0.311   2.579  13.814
2017 191 48000  -1836969.416   6065616.922   -716257.916      1.525   2.268   0.311   2.579  13.816
2017 191 48030  -1836969.416   6065616.921   -716257.916      1.714   2.268   0.311   2.579  13.816
2017 191 48060  -1836969.416   6065616.921   -716257.916      1.207   2.268   0.311   2.579  13.818
2017 191 48090  -1836969.416   6065616.921   -716257.916      1.100   2.268   0.311   2.579  13.818
2017 191 48120  -1836969.416   6065616.921   -716257.916      1.466   2.268   0.311   2.579  13.821
2017 191 48150  -1836969.416   6065616.921   -716257.916      0.950   2.268   0.311   2.579  13.822
2017 191 48180  -1836969.416   6065616.921   -716257.916      0.605   2.268   0.311   2.579  13.821
2017 191 48210  -1836969.416   6065616.921   -716257.916      0.288   2.268   0.311   2.579  13.822
2017 191 48240  -1836969.416   6065616.921   -716257.916      0.150   2.268   0.311   2.579  13.823
2017 191 48270  -1836969.416   6065616.921   -716257.916      0.409   2.268   0.311   2.579  13.823
2017 191 48300  -1836969.416   6065616.921   -716257.916      0.174   2.268   0.311   2.579  13.823
2017 191 48330  -1836969.416   6065616.921   -716257.916     -0.084   2.268   0.311   2.579  13.822
2017 191 48360  -1836969.416   6065616.921   -716257.916      0.195   2.268   0.311   2.579  13.822
2017 191 48390  -1836969.416   6065616.921   -716257.916      0.077   2.268   0.311   2.579  13.821
2017 191 48420  -1836969.415   6065616.921   -716257.916     -0.088   2.268   0.311   2.579  13.819
2017 191 48450  -1836969.415   6065616.921   -716257.916     -0.222   2.268   0.311   2.579  13.818
2017 191 48480  -1836969.415   6065616.921   -716257.916      0.142   2.268   0.311   2.579  13.816
2017 191 48510  -1836969.415   6065616.921   -716257.916     -0.241   2.268   0.311   2.579  13.815
2017 191 48540  -1836969.415   6065616.921   -716257.916      0.536   2.268   0.312   2.579  13.816
2017 191 48570  -1836969.415   6065616.921   -716257.916      0.135   2.268   0.312   2.579  13.816
2017 191 48600  -1836969.415   6065616.921   -716257.916      0.939   2.268   0.312   2.579  13.817
2017 191 48630  -1836969.415   6065616.921   -716257.916      0.657   2.268   0.312   2.579  13.818
2017 191 48660  -1836969.415   6065616.921   -716257.916      0.472   2.268   0.312   2.579  13.818
2017 191 48690  -1836969.415   6065616.921   -716257.916     -0.034   2.268   0.311   2.579  13.819
2017 191 48720  -1836969.415   6065616.921   -716257.916     -0.619   2.268   0.311   2.579  13.821
2017 191 48750  -1836969.415   6065616.921   -716257.916     -0.079   2.268   0.311   2.579  13.821
2017 191 48780  -1836969.415   6065616.921   -716257.916     -0.047   2.268   0.311   2.578  13.822
2017 191 48810  -1836969.415   6065616.921   -716257.916     -1.230   2.268   0.311   2.578  13.822
2017 191 48840  -1836969.415   6065616.920   -716257.916     -0.333   2.268   0.310   2.578  13.823
2017 191 48870  -1836969.415   6065616.920   -716257.916     -0.569   2.268   0.310   2.578  13.825
2017 191 48900  -1836969.415   6065616.920   -716257.916     -0.267   2.268   0.310   2.578  13.825
2017 191 48930  -1836969.415   6065616.920   -716257.916     -0.271   2.268   0.310   2.578  13.825
2017 191 48960  -1836969.415   6065616.920   -716257.916     -0.579   2.268   0.310   2.577  13.826
2017 191 48990  -1836969.415   6065616.920   -716257.916     -1.038   2.268   0.310   2.577  13.825
2017 191 49020  -1836969.415   6065616.920   -716257.916     -0.446   2.268   0.309   2.577  13.825
2017 191 49050  -1836969.415   6065616.920   -716257.916     -0.896   2.268   0.309   2.577  13.826
2017 191 49080  -1836969.415   6065616.920   -716257.916     -0.350   2.268   0.309   2.577  13.826
2017 191 49110  -1836969.415   6065616.920   -716257.916      0.233   2.268   0.309   2.577  13.826
2017 191 49140  -1836969.415   6065616.920   -716257.916     -1.356   2.268   0.309   2.577  13.824
2017 191 49170  -1836969.415   6065616.920   -716257.916     -0.231   2.268   0.309   2.576  13.825
2017 191 49200  -1836969.415   6065616.920   -716257.916     -0.286   2.268   0.308   2.576  13.825
2017 191 49230  -1836969.415   6065616.920   -716257.915      0.032   2.268   0.308   2.576  13.824
2017 191 49260  -1836969.415   6065616.920   -716257.915      0.295   2.268   0.308   2.576  13.824
2017 191 49290  -1836969.415   6065616.920   -716257.915      0.385   2.268   0.308   2.576  13.824
2017 191 49320  -1836969.415   6065616.920   -716257.915      0.704   2.268   0.308   2.576  13.825
2017 191 49350  -1836969.415   6065616.920   -716257.915      0.057   2.268   0.308   2.575  13.825
2017 191 49380  -1836969.415   6065616.920   -716257.915      0.144   2.268   0.307   2.575  13.826
2017 191 49410  -1836969.415   6065616.920   -716257.915      0.498   2.268   0.307   2.575  13.826
2017 191 49440  -1836969.415   6065616.920   -716257.915      0.529   2.268   0.307   2.575  13.828
2017 191 49470  -1836969.415   6065616.920   -716257.915      0.365   2.268   0.307   2.574  13.829
2017 191 49500  -1836969.415   6065616.920   -716257.915      0.591   2.268   0.306   2.574  13.830
2017 191 49530  -1836969.415   6065616.920   -716257.915      0.909   2.268   0.306   2.574  13.830
2017 191 49560  -1836969.415   6065616.920   -716257.915      0.077   2.268   0.306   2.574  13.830
2017 191 49590  -1836969.415   6065616.920   -716257.915     -0.073   2.268   0.306   2.573  13.830
2017 191 49620  -1836969.415   6065616.920   -716257.915      0.009   2.268   0.305   2.573  13.830
2017 191 49650  -1836969.415   6065616.920   -716257.915      0.150   2.268   0.305   2.573  13.831
2017 191 49680  -1836969.415   6065616.920   -716257.915      0.763   2.268   0.305   2.573  13.833
2017 191 49710  -1836969.415   6065616.920   -716257.915      0.507   2.268   0.305   2.573  13.833
2017 191 49740  -1836969.415   6065616.920   -716257.915      0.162   2.268   0.305   2.573  13.833
2017 191 49770  -1836969.415   6065616.920   -716257.915      0.422   2.268   0.305   2.573  13.832
2017 191 49800  -1836969.415   6065616.920   -716257.915      0.280   2.268   0.305   2.573  13.831
2017 191 49830  -1836969.415   6065616.920   -716257.915      0.033   2.268   0.305   2.573  13.831
2017 191 49860  -1836969.415   6065616.920   -716257.915     -0.179   2.268   0.305   2.573  13.831
2017 191 49890  -1836969.415   6065616.920   -716257.915     -0.279   2.268   0.305   2.573  13.831
2017 191 49920  -1836969.415   6065616.920   -716257.915      0.138   2.268   0.306   2.573  13.832
2017 191 49950  -1836969.415   6065616.920   -716257.915      0.094   2.268   0.306   2.573  13.832
2017 191 49980  -1836969.415   6065616.920   -716257.915      0.154   2.268   0.306   2.573  13.833
2017 191 50010  -1836969.415   6065616.920   -716257.915     -0.338   2.268   0.306   2.573  13.833
2017 191 50040  -1836969.415   6065616.920   -716257.915      0.125   2.268   0.306   2.574  13.833
2017 191 50070  -1836969.415   6065616.920   -716257.915      0.033   2.268   0.306   2.574  13.833
2017 191 50100  -1836969.415   6065616.921   -716257.915      0.161   2.268   0.306   2.574  13.832
2017 191 50130  -1836969.415   6065616.921   -716257.915      0.290   2.268   0.306   2.574  13.832
2017 191 50160  -1836969.415   6065616.921   -716257.915      0.305   2.268   0.306   2.574  13.832
2017 191 50190  -1836969.415   6065616.921   -716257.915      0.332   2.268   0.306   2.574  13.831
2017 191 50220  -1836969.415   6065616.921   -716257.915      0.259   2.268   0.306   2.574  13.832
2017 191 50250  -1836969.415   6065616.921   -716257.915      0.222   2.268   0.306   2.573  13.831
2017 191 50280  -1836969.415   6065616.921   -716257.915      0.103   2.268   0.306   2.573  13.831
2017 191 50310  -1836969.415   6065616.921   -716257.915     -0.133   2.268   0.305   2.573  13.830
2017 191 50340  -1836969.415   6065616.921   -716257.915     -0.190   2.268   0.305   2.573  13.830
2017 191 50370  -1836969.415   6065616.921   -716257.915     -0.278   2.268   0.305   2.573  13.829
2017 191 50400  -1836969.415   6065616.921   -716257.915      0.289   2.268   0.305   2.573  13.829
2017 191 50430  -1836969.415   6065616.921   -716257.915     -0.618   2.268   0.305   2.573  13.829
2017 191 50460  -1836969.415   6065616.921   -716257.915     -0.215   2.268   0.305   2.573  13.830
2017 191 50490  -1836969.415   6065616.921   -716257.915     -0.109   2.268   0.305   2.573  13.830
2017 191 50520  -1836969.415   6065616.921   -716257.915     -0.197   2.268   0.305   2.573  13.830
2017 191 50550  -1836969.415   6065616.921   -716257.915     -0.306   2.268   0.305   2.573  13.828
2017 191 50580  -1836969.415   6065616.921   -716257.915     -0.529   2.268   0.305   2.573  13.829
